lat,lon,AADT,year,route,ffc
42.366912,-71.035225,10926,2021,1429,4
42.298739,-71.07209,1154,,127690,7
42.298961,-71.071369,1154,,127690,7
42.299347,-71.070002,1154,,127690,7
42.300024,-71.067487,1154,,127690,7
42.300179,-71.066849,1154,,127690,7
42.291873,-71.070639,1154,,127700,7
42.292854,-71.067435,1154,,127700,7
42.434745,-71.183352,1154,,127709,7
42.447423,-71.051423,1154,,127720,7
42.30777,-71.127689,1154,,127727,7
42.309267,-71.126373,1154,,127727,7
42.309107,-71.128358,1154,,127727,7
42.253449,-71.097261,1154,,127733,7
42.254769,-71.098761,1154,,127733,7
42.253959,-71.095661,1154,,127733,7
42.254419,-71.094761,1154,,127733,7
42.254709,-71.094531,1154,,127733,7
42.255559,-71.094381,1154,,127733,7
42.316105,-71.070413,1154,,127739,7
42.420886,-71.158403,1154,,127740,7
42.421031,-71.157566,1154,,127740,7
42.415514,-71.163545,1154,,127752,7
42.416634,-71.16285,1154,,127752,7
42.332488,-71.100038,1154,,127756,7
42.387208,-71.094439,1154,,127772,7
42.431639,-71.165924,1154,,127773,7
42.432029,-71.164936,1154,,127773,7
42.329892,-71.095003,1154,,127774,7
42.330243,-71.095004,1154,,127774,7
42.378091,-71.199182,1154,,127777,7
42.37847,-71.198839,1154,,127777,7
42.358257,-71.135098,1154,,127778,7
42.238789,-71.030936,1154,,127780,7
42.330043,-71.052704,1154,,127795,7
42.330312,-71.053219,1154,,127795,7
42.331128,-71.053931,1154,,127795,7
42.341079,-71.144249,1154,,127800,7
42.341196,-71.143267,1154,,127800,7
42.341554,-71.142701,1154,,127800,7
42.341739,-71.142503,1154,,127800,7
42.342233,-71.142114,1154,,127800,7
42.341609,-71.127631,4750,2021,2538,5
42.40295,-71.06136,1154,,127814,7
42.430525,-71.173273,1154,,127820,7
42.431839,-71.174952,1154,,127820,7
42.432372,-71.17566,1154,,127820,7
42.240149,-70.958381,1154,,127823,7
42.278259,-71.074073,1154,,127837,7
42.225149,-71.010191,1154,,127846,7
42.224319,-71.008781,1154,,127846,7
42.424664,-71.123277,1154,,127853,7
42.376631,-71.109661,1154,,127856,7
42.333785,-71.200231,1154,,127861,7
42.334203,-71.199183,1154,,127861,7
42.397469,-71.124695,1154,,127873,7
42.352439,-71.19208,1154,,127880,7
42.353083,-71.192013,1154,,127880,7
42.333009,-71.029162,1154,,127896,7
42.358879,-71.066844,1154,,127897,7
42.381018,-71.108285,1154,,127900,7
42.353632,-71.074228,29481,2021,130,3
42.432395,-71.098716,1154,,127929,7
42.421628,-71.195516,1154,,127937,7
42.421436,-71.194519,1154,,127937,7
42.421269,-71.193687,1154,,127937,7
42.421246,-71.193581,1154,,127937,7
42.420716,-71.192302,1154,,127937,7
42.420359,-71.191678,1154,,127937,7
42.419702,-71.190613,1154,,127937,7
42.403878,-71.152796,1154,,127962,7
42.348739,-71.071439,1154,,127972,7
42.348752,-71.070743,1154,,127972,7
42.245869,-70.950261,1154,,127973,7
42.422168,-71.132289,1154,,127981,7
42.422386,-71.131201,1154,,127981,7
42.422426,-71.131037,1154,,127981,7
42.422589,-71.130189,1154,,127981,7
42.422691,-71.129655,1154,,127981,7
42.289588,-71.115396,1154,,127983,7
42.348537,-71.19997,1154,,127985,7
42.368343,-71.091642,1154,,127990,7
42.394436,-71.120268,1154,,128001,7
42.234849,-71.185071,1154,,128008,7
42.359731,-71.186576,1154,,128018,7
42.281531,-71.024726,1154,,128036,7
42.404531,-71.151424,1154,,128045,7
42.405327,-71.151952,1154,,128045,7
42.405873,-71.152179,1154,,128045,7
42.305212,-71.176219,1154,,128084,7
42.305832,-71.177406,1154,,128084,7
42.304809,-71.17972,1154,,128084,7
42.272699,-71.070911,1154,,128089,7
42.357536,-71.069301,1154,,128091,7
42.357607,-71.069339,1154,,128091,7
42.358568,-71.069818,1154,,128091,7
42.359003,-71.070004,1154,,128091,7
42.359511,-71.070149,1154,,128091,7
42.359893,-71.070122,1154,,128091,7
42.360781,-71.070054,1154,,128091,7
42.366031,-71.092689,10909,2021,1475,4
42.250809,-71.141263,1154,,128098,7
42.251452,-71.140702,1154,,128098,7
42.252134,-71.139977,1154,,128098,7
42.257874,-71.099106,1154,,128103,7
42.260078,-71.101441,1154,,128103,7
42.336257,-71.139985,1154,,128106,7
42.261298,-71.098495,1154,,128112,7
42.261919,-71.096679,1154,,128112,7
42.262304,-71.093997,1154,,128112,7
42.262491,-71.093491,10521,2021,1642,4
42.261434,-71.098839,1154,,128112,7
42.433263,-71.05068,1154,,128115,7
42.283167,-71.090504,1154,,128118,7
42.27576,-71.169843,1154,,128131,7
42.275084,-71.168886,1154,,128131,7
42.313847,-71.056385,1154,,128136,7
42.313644,-71.055267,1154,,128136,7
42.301137,-71.062147,1154,,128142,7
42.301289,-71.062209,1154,,128142,7
42.262219,-70.992251,1154,,128145,7
42.263189,-70.991681,1154,,128145,7
42.264179,-70.991272,1154,,128145,7
42.265403,-70.990444,1154,,128145,7
42.261625,-71.157976,1154,,128159,7
42.388645,-71.080902,1154,,128182,7
42.263334,-71.160891,1154,,128187,7
42.263629,-71.160442,1154,,128187,7
42.264136,-71.160115,1154,,128187,7
42.326607,-71.096062,1154,,128195,7
42.326463,-71.095972,1154,,128195,7
42.325751,-71.094611,1154,,128195,7
42.325459,-71.094008,1154,,128195,7
42.325164,-71.093401,1154,,128195,7
42.327437,-71.095686,1154,,128195,7
42.383081,-70.983374,1154,,128206,7
42.310675,-71.051796,1154,,128214,7
42.311023,-71.051512,1154,,128214,7
42.311823,-71.049027,1154,,128214,7
42.309916,-71.048541,1154,,128214,7
42.366483,-71.155676,1154,,128219,7
42.252559,-71.058111,1154,,128221,7
42.360359,-71.102478,15207,2021,322,3
42.408158,-71.006269,1154,,128241,7
42.407601,-71.004448,1154,,128241,7
42.407454,-71.003911,1154,,128241,7
42.273623,-71.069743,1154,,128249,7
42.273781,-71.068571,1154,,128249,7
42.274197,-71.066355,1154,,128249,7
42.27487,-71.063925,1154,,128249,7
42.275228,-71.062571,1154,,128249,7
42.322837,-71.084603,5964,2021,3079,5
42.39954,-71.025273,1154,,128257,7
42.353285,-71.161286,1154,,128261,7
42.44981,-71.1311,1154,,128270,7
42.278969,-71.025452,1154,,128279,7
42.387335,-71.090419,1154,,128281,7
42.388582,-71.089631,1154,,128281,7
42.378923,-71.119163,1154,,128298,7
42.249566,-70.961381,1154,,128303,7
42.448438,-71.023083,1154,,128306,7
42.448552,-71.022895,1154,,128306,7
42.36059,-71.188002,1154,,128311,7
42.300278,-71.144529,1154,,128316,7
42.258159,-70.969481,1154,,128321,7
42.258499,-70.969001,1154,,128321,7
42.419481,-70.993572,1154,,128323,7
42.2636,-71.111193,1154,,128346,7
42.264548,-71.111854,1154,,128346,7
42.265526,-71.112535,1154,,128346,7
42.266658,-71.113276,1154,,128346,7
42.328445,-71.189399,1154,,128348,7
42.271857,-71.128628,1154,,128349,7
42.272753,-71.129089,1154,,128349,7
42.346996,-71.180149,1154,,128352,7
42.346842,-71.179084,1154,,128352,7
42.347058,-71.178265,1154,,128352,7
42.348055,-71.177089,1154,,128352,7
42.348419,-71.175728,1154,,128352,7
42.346803,-71.180702,1154,,128352A,7
42.343566,-71.074109,10917,2021,1540,4
42.343958,-71.072696,1154,,128359,7
42.344131,-71.072002,11280,2021,1541,4
42.214989,-70.952771,1154,,128367,7
42.293304,-71.16135,1154,,128387,7
42.293698,-71.160709,1154,,128387,7
42.294024,-71.160125,1154,,128387,7
42.386161,-71.19366,1154,,128389,7
42.386356,-71.192913,1154,,128389,7
42.386848,-71.191078,4280,2021,2466,5
42.287471,-71.119943,1154,,128390,7
42.288013,-71.120415,1154,,128390,7
42.287668,-71.119636,1154,,128390A,7
42.321459,-71.084058,1154,,128402,7
42.295545,-71.018929,1154,,128408,7
42.341609,-71.186856,1154,,128410,7
42.341002,-71.184504,1154,,128410,7
42.396855,-71.099457,1154,,128419,7
42.244729,-70.977861,1154,,128425,7
42.41367,-71.188357,1154,,128427,7
42.415244,-71.189799,1154,,128427,7
42.222779,-71.188781,1154,,128457,7
42.223249,-71.188711,1154,,128457,7
42.440085,-71.049565,1154,,128464,7
42.416986,-71.19646,1154,,128470,7
42.418382,-71.195556,1154,,128470,7
42.419233,-71.195365,4115,2021,2344,5
42.31519,-71.081487,1154,,128476,7
42.223529,-70.982211,1154,,128479,7
42.335779,-71.118581,1154,,128489,7
42.430712,-71.110519,1154,,128492,7
42.430651,-71.110004,4083,2017,2268,5
42.402489,-70.994496,1154,,128495,7
42.272542,-71.099967,1154,,128505,7
42.307565,-71.173437,1154,,128509,7
42.308065,-71.171772,1154,,128509,7
42.264368,-71.018423,1154,,128510,7
42.416492,-71.04652,1154,,128512,7
42.356449,-71.180096,1154,,128513,7
42.356716,-71.179802,1154,,128513,7
42.356164,-71.176042,1154,,128513,7
42.356828,-71.179824,1154,,128513A,7
42.419561,-71.085212,1154,,128518,7
42.419547,-71.084461,1154,,128518,7
42.41956,-71.083313,1154,,128518,7
42.419546,-71.081388,4185,2021,2244,5
42.419554,-71.079871,16403,2017,1275,4
42.419541,-71.078424,1154,,128518,7
42.419543,-71.076961,1154,,128518,7
42.308649,-71.112954,1154,,128522,7
42.445874,-71.00372,1154,,128543,7
42.446165,-71.002503,1154,,128543,7
42.446071,-71.001808,1154,,128543,7
42.446054,-71.001745,1154,,128543,7
42.357734,-71.200305,1154,,128551,7
42.221708,-71.180951,1154,,128565,7
42.221771,-71.180696,1154,,128565,7
42.222579,-71.178601,1154,,128565,7
42.339762,-71.116411,1154,,128566,7
42.339709,-71.115861,1154,,128566,7
42.340489,-71.120551,1154,,128566,7
42.340408,-71.120131,1154,,128566,7
42.339956,-71.118119,1154,,128566,7
42.244339,-70.999791,1154,,128580,7
42.243519,-70.998251,10686,2021,1647,4
42.343239,-71.112751,1154,,128582,7
42.343339,-71.112781,1154,,128582,7
42.343539,-71.112751,1154,,128582,7
42.343459,-71.112961,1154,,128582,7
42.276944,-71.126165,1154,,128596,7
42.252938,-71.158052,1154,,128613,7
42.253369,-71.157752,1154,,128613,7
42.25327,-71.15751,1154,,128613,7
42.252953,-71.156988,1154,,128613,7
42.410945,-71.120823,9771,2021,1411,4
42.289576,-71.077655,1154,,128630,7
42.289768,-71.076877,1154,,128630,7
42.289957,-71.076087,1154,,128630,7
42.290082,-71.075527,1154,,128630,7
42.290224,-71.074928,1154,,128630,7
42.29061,-71.073306,10830,2021,1643,4
42.290752,-71.072732,1154,,128630,7
42.291004,-71.07166,11082,2021,1619,4
42.390139,-71.036837,6489,2021,2338,5
42.333154,-71.056106,1154,,128638,7
42.332322,-71.053912,1154,,128638,7
42.381914,-71.121296,1154,,128643,7
42.382053,-71.120855,1154,,128643,7
42.382231,-71.11974,1154,,128643,7
42.233094,-71.159711,1154,,128655,7
42.233759,-71.158121,1154,,128655,7
42.234529,-71.156001,1154,,128655,7
42.390802,-71.16422,1154,,128660,7
42.39075,-71.163101,1154,,128660,7
42.39149,-71.165668,1154,,128660,7
42.392929,-71.165507,1154,,128660,7
42.206929,-71.121121,1154,,128667,7
42.380506,-71.10489,1154,,128698,7
42.349571,-71.084316,1154,,128699,7
42.414437,-71.118889,1154,,128706,7
42.414773,-71.118656,1154,,128706,7
42.41539,-71.117621,1154,,128706,7
42.221249,-70.972211,1154,,128707,7
42.390528,-71.099221,1154,,128716,7
42.202459,-70.995481,1154,,128736,7
42.202129,-70.994141,1154,,128736,7
42.393923,-70.982133,1154,,128737,7
42.262595,-70.982075,1154,,128753,7
42.262499,-70.981251,1154,,128753,7
42.262329,-70.980611,1154,,128753,7
42.385697,-71.102165,1154,,128756,7
42.44315,-71.139529,1154,,128757,7
42.443542,-71.138875,1154,,128757,7
42.425114,-71.174384,1154,,128764,7
42.322484,-71.108479,1154,,128765,7
42.324072,-71.107768,1154,,128765,7
42.260519,-71.019701,1154,,128769,7
42.261789,-71.021041,1154,,128769,7
42.262473,-71.021771,1154,,128769,7
42.263219,-71.022561,8554,2020,1656,4
42.316521,-71.071908,1154,,128772,7
42.274353,-71.035134,1154,,128773,7
42.275941,-71.03251,1154,,128773,7
42.275129,-71.037771,1154,,128773,7
42.276213,-71.039501,1154,,128773,7
42.276501,-71.039868,1154,,128773,7
42.299088,-71.184794,1154,,128776,7
42.202708,-71.00346,1154,,128785,7
42.319386,-71.088695,1154,,128790,7
42.31943,-71.088144,1154,,128790,7
42.319338,-71.087849,1154,,128790,7
42.319337,-71.087645,1154,,128790,7
42.319462,-71.087881,1154,,128790,7
42.316845,-71.090043,1154,,128790,7
42.317823,-71.089623,1154,,128790,7
42.318643,-71.089256,1154,,128790,7
42.287091,-71.068908,1154,,128794,7
42.287949,-71.069327,1154,,128794,7
42.366235,-71.061111,1154,,128797,7
42.420571,-71.089993,1154,,128805,7
42.257737,-71.037417,1154,,128807,7
42.258679,-71.036581,1154,,128807,7
42.258949,-71.036341,1154,,128807,7
42.260263,-71.035178,1154,,128807,7
42.261281,-71.034251,1154,,128807,7
42.24386,-71.098179,1154,,128815,7
42.244359,-71.098441,1154,,128815,7
42.245659,-71.099721,1154,,128815,7
42.246799,-71.100951,1154,,128815,7
42.247109,-71.102011,1154,,128815,7
42.248139,-71.103191,1154,,128815,7
42.250034,-71.105164,1154,,128815,7
42.346682,-71.06701,1154,,128818,7
42.314284,-71.046842,1154,,128854,7
42.314876,-71.047128,1154,,128854,7
42.316109,-71.048016,1154,,128854,7
42.318156,-71.049105,1154,,128854,7
42.319002,-71.04954,1154,,128854,7
42.319944,-71.050022,1154,,128854,7
42.299748,-71.059737,1154,,128861,7
42.397429,-70.989062,1154,,128862,7
42.397766,-70.98874,1154,,128862,7
42.424494,-71.150997,1154,,128869,7
42.266903,-71.109015,1154,,128870,7
42.404395,-71.134302,26639,2017,16,3
42.404064,-71.133796,1154,,128871,7
42.403939,-71.133627,1154,,128871,7
42.419665,-71.105078,1154,,128876,7
42.367619,-71.165326,1154,,128878,7
42.367482,-71.164254,1154,,128878,7
42.367285,-71.163519,1154,,128878,7
42.366376,-71.162035,1154,,128878,7
42.305282,-71.070524,1154,,128885,7
42.416118,-71.153469,1154,,128896,7
42.379149,-70.98293,11197,2021,1325,4
42.379153,-70.982531,1154,,128901,7
42.379162,-70.981534,6034,2021,2304,5
42.379191,-70.980223,1154,,128901,7
42.379192,-70.980205,1154,,128901,7
42.321481,-71.083383,1154,,128907,7
42.249589,-71.063151,1154,,128910,7
42.444586,-71.177053,1154,,128911,7
42.445578,-71.178326,1154,,128911,7
42.312272,-71.081623,1154,,128923,7
42.311491,-71.079809,1154,,128923,7
42.310669,-71.077733,1154,,128923,7
42.310349,-71.076917,1154,,128923,7
42.310284,-71.076757,1154,,128923,7
42.309908,-71.075831,1154,,128923,7
42.309329,-71.074346,1154,,128923,7
42.334969,-71.127911,1154,,128925,7
42.334649,-71.126901,1154,,128925,7
42.334139,-71.125531,1154,,128925,7
42.333709,-71.124401,1154,,128925,7
42.350583,-71.133488,1154,,128931,7
42.352125,-71.13416,1154,,128931,7
42.249619,-70.991921,13773,2016,110,3
42.210269,-70.968801,1154,,128941,7
42.403697,-71.06425,1154,,128950,7
42.201299,-70.949841,1154,,128956,7
42.223799,-71.178941,1154,,128966,7
42.433969,-71.093711,1154,,128968,7
42.240527,-70.955036,1154,,128978,7
42.24062,-70.954863,1154,,128978,7
42.241239,-70.953251,1154,,128978,7
42.242619,-70.950891,1154,,128978,7
42.259073,-70.975428,1154,,128980,7
42.326789,-71.132951,1154,,128983,7
42.349169,-71.146781,1154,,128990,7
42.256799,-71.078195,1154,,128996,7
42.235382,-71.014517,1154,,128999,7
42.236419,-71.013481,13686,2021,1653,4
42.237089,-71.012831,1154,,128999,7
42.237659,-71.012211,1154,,128999,7
42.237969,-71.011901,1154,,128999,7
42.238997,-71.010894,1154,,128999,7
42.239836,-71.009838,1154,,128999,7
42.367855,-71.111353,1154,,129000,7
42.367627,-71.110702,1154,,129000,7
42.367283,-71.109984,1154,,129000,7
42.366668,-71.108823,1154,,129000,7
42.3654,-71.106614,7451,2021,1472,4
42.365159,-71.10616,1154,,129000,7
42.364908,-71.105726,19334,2017,081,3
42.36452,-71.105131,4233,2021,2421,5
42.36366,-71.103739,3327,2021,2420,5
42.362871,-71.102433,16364,2021,321,3
42.362431,-71.101708,1154,,129000,7
42.361879,-71.100784,1154,,129000,7
42.361558,-71.100239,1154,,129000,7
42.360979,-71.099232,2946,2021,2419,5
42.414128,-71.006047,1154,,129025,7
42.413759,-71.005188,1154,,129025,7
42.402079,-70.999524,1154,,129026,7
42.402689,-70.998737,1154,,129026,7
42.410898,-71.149299,1154,,129043,7
42.367625,-71.094276,1154,,129064,7
42.367795,-71.094042,1154,,129064,7
42.36823,-71.093273,1154,,129064,7
42.368124,-71.092135,1154,,129064,7
42.367749,-71.090951,9143,2021,1478,4
42.364106,-71.113028,1154,,129073,7
42.389239,-71.175525,1154,,129075,7
42.389881,-71.17596,1154,,129075,7
42.409262,-71.043896,1154,,129080,7
42.202129,-71.061861,1154,,129085,7
42.448687,-70.994638,1154,,129086,7
42.210601,-71.006319,1154,,129087,7
42.433141,-71.176529,1154,,129088,7
42.43409,-71.176314,1154,,129088,7
42.35629,-71.200051,1154,,129098,7
42.357066,-71.199018,1154,,129098,7
42.250279,-71.015211,1154,,129108,7
42.254949,-71.091321,1154,,129112,7
42.254969,-71.091321,1154,,129112,7
42.256549,-71.091931,1154,,129112,7
42.257209,-71.092161,1154,,129112,7
42.337736,-71.027246,1154,,129127,7
42.365886,-71.063851,1154,,129133,7
42.334409,-71.119731,1154,,129139,7
42.417806,-71.090495,1154,,129156,7
42.33462,-71.043484,1154,,129170,7
42.342249,-71.087587,1154,,129177,7
42.342731,-71.086959,1154,,129177,7
42.33738,-71.111158,1154,,129178,7
42.227879,-70.954881,1154,,129181,7
42.381001,-71.063653,1154,,129187,7
42.283816,-71.141961,1154,,129192,7
42.283434,-71.141366,1154,,129192,7
42.283244,-71.141107,1154,,129192,7
42.28273,-71.140353,1154,,129192,7
42.28257,-71.140123,1154,,129192,7
42.281621,-71.138665,1154,,129192,7
42.281497,-71.138483,1154,,129192,7
42.280931,-71.137601,1154,,129192,7
42.281168,-71.122512,1154,,129194,7
42.281554,-71.122013,27261,2021,127,3
42.404783,-71.061929,1154,,129196,7
42.203879,-70.956041,1154,,129199,7
42.381516,-71.113929,1154,,129205,7
42.422978,-71.062665,1154,,129216,7
42.422549,-71.062112,1154,,129216,7
42.421305,-71.060531,1154,,129216,7
42.42086,-71.059978,4126,2021,2261,5
42.420583,-71.059592,1154,,129216,7
42.420524,-71.059511,1154,,129216,7
42.419952,-71.058669,1154,,129216,7
42.419755,-71.058385,1154,,129216,7
42.419254,-71.057655,1154,,129216,7
42.418946,-71.057227,1154,,129216,7
42.416852,-71.153314,1154,,129218,7
42.417618,-71.153031,1154,,129218,7
42.28364,-71.127563,1154,,129228,7
42.408486,-71.078498,1154,,129230,7
42.249419,-70.982401,1154,,129245,7
42.250205,-70.981247,1154,,129245,7
42.250791,-70.980398,1154,,129245,7
42.42438,-71.056496,1154,,129265,7
42.332315,-71.112598,1154,,129268,7
42.333485,-71.111689,1154,,129268,7
42.293436,-71.163813,1154,,129273,7
42.418764,-71.049182,1154,,129288,7
42.265419,-70.955321,1154,,129300,7
42.265389,-70.953418,1154,,129300,7
42.265329,-70.951511,1154,,129300,7
42.358246,-71.071063,1154,,129306,7
42.213189,-70.992925,1154,,129328,7
42.448008,-71.173541,1154,,129332,7
42.43983,-71.051613,1154,,129342,7
42.418859,-71.134814,1154,,129345,7
42.223759,-71.166984,22552,2016,1629,4
42.399232,-71.094867,1154,,129376,7
42.402005,-71.153736,1154,,129382,7
42.402929,-71.154177,12690,2019,1410,4
42.392009,-71.159291,1154,,129388,7
42.392687,-71.159073,1154,,129388,7
42.393878,-71.158597,1154,,129388,7
42.416871,-70.99876,1154,,129402,7
42.416447,-70.997462,1154,,129402,7
42.415924,-70.995913,1154,,129402,7
42.221679,-71.186231,1154,,129407,7
42.221609,-71.185581,1154,,129407,7
42.221479,-71.184541,1154,,129407,7
42.419559,-71.153388,1154,,129408,7
42.420159,-71.153269,1154,,129408,7
42.332934,-71.10709,1154,,129409,7
42.333218,-71.107028,1154,,129409,7
42.410093,-71.014491,1154,,129430,7
42.350083,-71.149406,1154,,129431,7
42.359059,-71.067709,1154,,129443,7
42.359572,-71.067743,1154,,129443,7
42.359898,-71.067766,1154,,129443,7
42.360323,-71.067792,1154,,129443,7
42.360514,-71.067811,1154,,129443,7
42.278252,-71.09156,1154,,129458,7
42.294635,-71.07103,1154,,129461,7
42.294854,-71.070068,1154,,129461,7
42.294872,-71.069986,1154,,129461,7
42.288194,-71.148704,1154,,129463,7
42.289133,-71.14845,1154,,129463,7
42.424485,-71.197667,1154,,129474,7
42.424779,-71.197444,1154,,129474,7
42.425533,-71.196811,1154,,129474,7
42.425868,-71.196384,1154,,129474,7
42.219499,-70.975851,1154,,129494,7
42.398391,-70.986519,1154,,129509,7
42.39926,-70.986943,1154,,129509,7
42.400099,-70.987845,1154,,129509,7
42.40055,-70.988312,1154,,129509,7
42.401439,-70.989234,1154,,129509,7
42.40169,-70.98983,1154,,129509,7
42.206379,-70.967381,1154,,129510,7
42.450258,-71.151723,1154,,129511,7
42.391497,-71.11381,1154,,129512,7
42.271622,-71.003021,1154,,129516,7
42.270279,-71.005791,1154,,129516,7
42.271049,-71.005231,1154,,129516,7
42.40393,-71.130793,1154,,129519,7
42.320447,-71.185938,1154,,129532,7
42.413536,-71.019614,1154,,129539,7
42.427787,-71.16446,1154,,129545,7
42.42873,-71.163498,1154,,129545,7
42.429722,-71.163281,1154,,129545,7
42.405597,-71.051625,1154,,129549,7
42.2541,-71.152152,1154,,129552,7
42.253996,-71.151154,1154,,129552,7
42.448433,-71.008086,1154,,129555,7
42.351237,-71.059876,1154,,129557,7
42.438759,-71.097109,1154,,129560,7
42.284879,-71.151273,1154,,129564,7
42.38505,-71.075021,30434,2024,38,3
42.36623,-71.035877,1154,,129587,7
42.416575,-71.055907,1154,,129594,7
42.385392,-71.110042,1154,,129597,7
42.251209,-71.019521,1154,,129605,7
42.252599,-71.019291,1154,,129605,7
42.445794,-71.068664,1154,,129616,7
42.346513,-71.089094,1154,,129652,7
42.203439,-71.062641,1154,,129653,7
42.203569,-71.062191,1154,,129653,7
42.204149,-71.060171,1154,,129653,7
42.279481,-71.14815,1154,,129654,7
42.27961,-71.148098,1154,,129654,7
42.279936,-71.14862,1154,,129654,7
42.43598,-71.025867,1154,,129662,7
42.328232,-71.090829,1154,,129664,7
42.26734,-71.080378,1154,,129666,7
42.401801,-70.98696,1154,,129671,7
42.28071,-71.055332,1154,,129677,7
42.241389,-71.096091,1154,,129688,7
42.242589,-71.097141,1154,,129688,7
42.344743,-71.090132,1154,,129694,7
42.421439,-71.068069,1154,,129700,7
42.263467,-71.181254,1154,,129704,7
42.2643,-71.180019,1154,,129704,7
42.264799,-71.178731,1154,,129704,7
42.274558,-71.132069,1154,,129706,7
42.332591,-71.027102,1154,,129709,7
42.333259,-71.027106,1154,,129709,7
42.334084,-71.027142,1154,,129709,7
42.334902,-71.027159,1154,,129709,7
42.335771,-71.027187,1154,,129709,7
42.337456,-71.027235,1154,,129709,7
42.33828,-71.027256,1154,,129709,7
42.263085,-71.120429,1154,,129713,7
42.26372,-71.120286,1154,,129713,7
42.332991,-71.095601,1154,,129714,7
42.332641,-71.094805,1154,,129714,7
42.409294,-71.120426,1154,,129724,7
42.409811,-71.121242,1154,,129724,7
42.410185,-71.121988,1154,,129724,7
42.423725,-71.181826,1154,,129726,7
42.424255,-71.18163,1154,,129726,7
42.259075,-71.040232,1154,,129738,7
42.260959,-71.039691,1154,,129738,7
42.261819,-71.038801,1154,,129738,7
42.263043,-71.037658,1154,,129738,7
42.213799,-71.155691,1154,,129740,7
42.211329,-71.152061,1154,,129740,7
42.42513,-71.078387,1154,,129743,7
42.425115,-71.076486,1154,,129743,7
42.258509,-71.044751,1154,,129754,7
42.258629,-71.044081,1154,,129754,7
42.412588,-71.048233,1154,,129760,7
42.412777,-71.047974,1154,,129760,7
42.4136,-71.046916,1154,,129760,7
42.35059,-71.16459,1154,,129777,7
42.360218,-71.099413,1154,,129780,7
42.360791,-71.098179,1154,,129780,7
42.317343,-71.092681,1154,,129787,7
42.317938,-71.093423,1154,,129787,7
42.365129,-71.034229,1154,,129804,7
42.32481,-71.072661,1154,,129809,7
42.285789,-71.04715,1154,,129816,7
42.270001,-71.116524,1154,,129820,7
42.387388,-71.102651,1154,,129824,7
42.386186,-71.099248,1154,,129824,7
42.392799,-71.110408,1154,,129827,7
42.392291,-71.10916,1154,,129827,7
42.392058,-71.108634,1154,,129827,7
42.391707,-71.107867,1154,,129827,7
42.390715,-71.105369,1154,,129827,7
42.390036,-71.10344,1154,,129827,7
42.389711,-71.102525,4252,2021,2388,5
42.440732,-71.171089,1154,,129829,7
42.380936,-70.979959,1154,,129838,7
42.275534,-71.131273,1154,,129843,7
42.371312,-71.038074,1154,,129846,7
42.332322,-71.107841,1154,,129848,7
42.3321,-71.107109,1154,,129848,7
42.356286,-71.166772,1154,,129852,7
42.433433,-71.167339,1154,,129856,7
42.248489,-71.152203,1154,,129860,7
42.249929,-71.151861,1154,,129860,7
42.251119,-71.152461,1154,,129860,7
42.346548,-71.103885,1154,,129879,7
42.346882,-71.104056,1154,,129879,7
42.386638,-71.116286,17624,2021,324,3
42.263705,-71.159728,1154,,129888,7
42.423914,-71.166191,1154,,129895,7
42.259444,-71.028411,1154,,129900,7
42.259679,-71.026841,1154,,129900,7
42.259889,-71.025561,1154,,129900,7
42.260059,-71.024431,1154,,129900,7
42.260289,-71.023221,1154,,129900,7
42.378517,-71.132279,1154,,129905,7
42.37865,-71.131825,1154,,129905,7
42.277557,-71.156745,1154,,129910,7
42.377973,-71.065181,1154,,129917,7
42.378074,-71.064914,1154,,129917,7
42.378305,-71.064688,1154,,129917,7
42.379009,-71.064083,1154,,129917,7
42.37918,-71.063917,1154,,129917,7
42.380499,-71.062827,1154,,129917,7
42.396479,-71.031131,1154,,129939,7
42.397359,-71.030436,1154,,129939,7
42.398019,-71.029489,1154,,129939,7
42.398511,-71.028611,1154,,129939,7
42.39893,-71.027889,1154,,129939,7
42.420217,-71.052932,1154,,129955,7
42.204485,-71.095159,1154,,129960,7
42.205629,-71.090664,1154,,129960,7
42.205638,-71.086012,1154,,129960,7
42.38848,-71.105592,1154,,129981,7
42.387927,-71.103973,1154,,129981,7
42.432428,-71.080302,1154,,129986,7
42.432276,-71.079974,1154,,129986,7
42.428842,-71.079092,2727,2020,2235,5
42.430033,-71.079285,1154,,129986,7
42.431394,-71.079512,4194,2021,2237,5
42.431944,-71.079609,1154,,129986,7
42.303669,-71.113087,1154,,129991,7
42.321994,-71.190386,1154,,129998,7
42.366722,-71.160205,1154,,130001,7
42.313113,-71.12125,1154,,130006,7
42.313469,-71.120312,1154,,130006,7
42.313649,-71.11997,1154,,130006,7
42.374502,-71.062787,9988,2021,1424,4
42.37518,-71.062267,1154,,130009,7
42.375632,-71.062052,1154,,130009,7
42.375959,-71.061873,1154,,130009,7
42.226027,-71.031843,1154,,130012,7
42.22573,-71.029355,1154,,130012,7
42.347182,-71.0915,1154,,130017,7
42.225424,-71.162528,1154,,130037,7
42.351617,-71.158081,1154,,130040,7
42.352661,-71.158061,1154,,130040,7
42.353384,-71.158072,1154,,130040,7
42.354083,-71.15806,6588,2021,2514,5
42.416596,-71.119783,1154,,130042,7
42.382053,-71.095474,1154,,130046,7
42.381356,-71.094364,1154,,130046,7
42.381022,-71.093963,1154,,130046,7
42.38028,-71.092798,1154,,130046,7
42.411194,-71.040558,1154,,130070,7
